ID,Group,Feature_1,Feature_2,Feature_3
ID134,B,2818.2207116631566,402.19499637968295,8532.272355580968
ID403,A,2713.08833310005,394.27338589181363,8707.709183256218
ID212,C,2247.6823376483726,406.9105139003434,405.40145101727944
ID878,C,2207.8680053171606,397.133042491606,404.1239509184743
ID640,B,2684.7186475633084,386.8813323089483,7356.05386272835
ID366,C,2394.461389060242,399.304381175026,756.2873872329658
ID220,B,2485.571342893259,410.3251883145983,6857.7035970496145
ID710,B,2489.8838078789354,396.12865417812895,7272.661536300855
ID616,C,1921.2464389038555,378.3290782509158,862.3719402351753
ID333,A,2210.9047222683016,394.5912120647364,7077.969163744794
ID547,A,2745.0074806846715,397.7655328737493,9049.414746529977
ID455,B,2843.742489819983,387.7912753169813,7830.309253235919
ID534,A,2913.3814849486025,385.6890444939456,9501.478350512703
ID180,C,2840.114275433386,401.7673734011669,-73.0828862653334
ID254,A,2350.9897612260474,410.3577662554825,7192.52784808135
ID556,A,2369.82057730085,404.69891827035894,7247.672891553006
ID496,A,3095.530652596017,370.45944459432906,9900.563588012668
ID176,B,2525.497837937246,421.49145171446565,7275.107438547093
ID359,B,2556.894021329481,402.6950993571693,7906.732826115556
ID284,B,2239.9386852861426,406.4307676082899,6945.541393281121
ID814,C,2102.1711109700964,410.48980456818674,1496.758414476269
ID226,C,2446.4088839928454,391.94502181734333,231.64882863018693
ID654,A,2478.754873321883,401.22279557537513,8294.941759919695
ID676,C,2553.6489833808723,405.64767764215884,566.8540625457795
ID108,A,2296.7085704053306,383.55249497770063,7245.3201959421185
ID698,B,2454.624830323481,391.1645047030297,7081.471117666337
ID274,A,2555.047033015454,413.8784026293725,7854.166001950226
ID285,B,2067.9171673878723,424.02175475008505,6470.157400199668
ID208,C,2985.2082814199707,387.83838797059025,-123.37412144694463
ID809,C,2844.6250223960024,399.06564668743465,-549.3137872701723
ID207,C,2289.3817682739527,396.81727221948717,190.83497514717965
ID388,B,2097.113925112049,384.9440914063429,6167.672969571861
ID152,B,2700.508620802849,389.99468920697177,7800.25374438256
ID576,B,2745.9133944143746,433.07658940658064,8058.626903177488
ID682,A,2889.4846210394767,412.225218226155,9124.787536925847
ID214,B,2954.5846609294476,375.4322049921317,8811.266822174992
ID262,C,2568.4868040216356,379.40454137356534,-22.99940150753946
ID308,B,2475.384562394544,363.6096394453728,7096.208895888428
ID316,B,2333.868883177826,392.09075363596787,7344.291008766297
ID195,C,2324.792317446351,388.38689537647974,842.711633841209
ID360,B,2092.2772307411055,404.34411103374663,6874.410841239049
ID132,B,2627.3150436641354,400.2714967542395,7934.13164422717
ID209,A,2042.929413832797,372.8839627147626,6874.495503283984
ID399,B,2384.492433502993,379.13510360746994,7045.706080755621
ID424,A,2479.2827451371945,383.3698749962182,8172.934199769857
ID538,B,2967.713752990072,393.6311080941788,7919.486015470018
ID193,A,2532.810111336402,410.20310520024265,8177.082560541843
ID649,A,2555.143880187518,408.14208201733584,8081.313600796546
ID627,B,2557.4157656977072,428.56806340089986,7475.050326891196
ID158,A,2628.3204845974396,403.5734444663007,8036.326810288587
ID319,A,2197.387885262138,396.0452071155805,6786.281817091518
ID764,C,3055.093947127053,408.78671442570527,467.5096837421106
ID161,A,2615.445509484296,401.85497052669683,8093.907544850888
ID203,B,2813.764001258072,405.0816630948936,8311.595417246306
ID693,B,2367.442758053741,390.0826241018227,7280.7719035548525
ID264,C,2219.550981092143,389.3390468890771,298.6900635281945
ID509,C,2852.738215795978,427.68787852151723,-449.97393696192535
ID305,C,2604.9194504179995,424.95151410336797,404.35866423395146
ID662,A,2837.0334331554345,394.2394759265455,9083.213173640564
ID121,C,2560.624972235865,413.83090542731895,193.7510609561914
ID721,B,2237.067698766713,412.8746080358142,7188.830917993018
ID692,A,2440.062453433069,391.0727589201605,8253.538017207984
ID405,C,2250.5294216806724,422.8542248917437,63.048536176781454
ID380,C,2489.3364050727337,382.9192096497843,688.672451278062
ID371,C,2271.537659765931,416.3380541662017,667.4930819652736
ID168,A,2828.0675476559686,384.0128531569786,8622.560473779773
ID541,C,2816.804156584246,397.1666847311995,-78.18369588050109
ID641,C,2285.443717921221,391.3814107662987,1116.3692343339503
ID382,A,2480.5223432157095,412.62783513028273,8104.825890969693
ID683,B,2516.7908332452153,385.1465548497485,7708.797332056385
ID883,C,2181.9577355641973,419.4451060676023,702.9643442391634
ID733,A,2378.2282322410156,400.05217700367785,7708.916619781838
ID823,A,2542.0943494362887,386.7338916497881,7961.641271226405
ID766,B,2646.282849328533,415.99436240252294,7740.388385052474
ID571,C,2772.313062221392,414.096340428524,-67.56256791623991
ID222,C,2530.762336270695,413.97196278263056,138.80364387831378
ID788,B,2027.38934670973,432.1344331497627,6405.4338074632215
ID128,A,2437.2463066966575,418.37445133022,7521.436731698138
ID233,B,3249.28494312006,402.71513883801833,9316.76396077323
ID590,A,2907.321571985679,378.36526143140156,9153.276251591215
ID402,A,2390.9389698068107,393.71555829262246,7211.915028876925
ID163,B,3129.1508150880127,403.1744962248371,8486.964518107508
ID136,A,2186.7676079697953,416.82980691163243,6797.41464919827
ID318,A,2633.2276431276723,398.7597009626309,8240.233025696592
ID798,C,2483.1602326467305,418.07004862743077,671.6906361401079
ID270,B,2776.6205432779616,426.1895849524624,8564.828705129257
ID867,B,2023.7306549793252,421.416205321344,7403.300327791777
ID808,C,2629.0006578275625,418.9218800562902,-282.839233440013
ID667,C,2805.383108400897,415.6402714237954,714.4950631997513
ID139,B,2142.858877777971,392.6347629798399,6369.248585689809
ID363,A,2255.439685373721,385.83449937196343,7033.390926878364
ID368,C,2857.810522780989,374.60569544069904,-475.8464272919912
ID297,A,2361.6836129307303,384.56085032019683,7107.053678404164
ID799,C,2587.230266703795,393.7570243503615,-58.37786292804685
ID521,A,1971.341693945599,411.5850401485778,6601.105170014691
ID803,A,2478.534038353699,404.7725458708341,7808.480421522771
ID563,B,2028.3752255205218,437.51201380821277,6127.132806169562
ID583,C,2563.1647609434604,429.826267496082,15.204008189890828
ID105,C,2475.222371078374,417.5441142118965,494.18990102083535
ID532,B,2112.1717253192605,408.1945380284466,6497.7792058272635
ID450,C,2491.593973753947,394.9052921312406,151.4727960948735
ID384,C,2472.4349221775474,397.02052924336436,736.0336194868546
ID516,C,2660.4237063412156,398.1472969976391,79.29517159112947
ID266,B,2135.24124543027,399.6659290755743,6870.391244797499
ID395,A,2695.3029833653095,396.90225888478847,8507.123499506528
ID536,C,2661.946366031118,436.5561502720931,254.29839560780692
ID498,A,2753.0045343968022,418.6366796501008,9241.292170975805
ID191,C,2283.764770787359,415.94628581783746,622.0833598345773
ID897,C,2872.941289122661,412.17120696569106,394.1531881518472
ID508,A,2031.239029860317,373.5345186085775,7129.229304212162
ID630,B,2005.7695338650597,429.9152199139962,6229.46745013359
ID787,B,2335.44735604588,405.6836972825959,6972.513735221304
ID370,B,2356.3602034962405,407.81023315700605,7029.680459892123
ID753,C,3217.116939533423,402.4496236269644,-642.213676173234
ID106,B,2594.7140318820043,384.3211964621317,7908.81799290655
ID393,C,2773.917039821967,429.2725432499367,651.7587202290415
ID216,C,2353.378700765351,397.0402218011987,663.6154472346379
ID659,A,2912.8275319598615,379.68850184461735,8878.821534770672
ID482,B,2256.4912745763268,387.9495857752862,7437.8264803648935
ID301,C,2425.0058142687103,402.33817429667306,117.82095762191557
ID404,B,2650.6527858722893,402.83509955808904,7676.41199920741
ID593,C,2137.139768669988,393.4870980091948,148.98853128935048
ID801,C,2905.620530286782,409.9726792260949,-307.1371914402189
ID548,C,2693.745683180902,417.9204576479684,231.26621281252665
ID413,A,2137.896389952119,393.4310971347596,6545.312265535931
ID545,C,2596.0179920799173,408.0519570062186,478.06685850414306
ID852,A,2705.8497516268853,402.490463293267,8658.140105134877
ID804,A,2899.100394461534,397.26149552300615,9160.496950055278
ID665,A,2404.7935176730716,400.44715484231006,7317.445822513619
ID560,B,2613.0849357655648,400.9742488810481,7894.666287428721
ID325,A,2772.4550422166017,392.5723398860995,9107.744777177253
ID589,A,2318.22646927093,393.741492974858,7832.0173164805055
ID240,A,1898.666162978092,411.3829286700017,5872.939920116281
ID696,A,2297.2750190369993,400.3992039670794,7447.994516500788
ID228,B,2902.875332422839,392.06715549525813,7934.30076219719
ID300,A,2522.299546969846,375.4825503694875,8510.829221918262
ID230,C,2576.999738820438,393.6117259868339,8.34498952209924
ID731,B,1794.0151010420013,395.2300524532249,6443.390877537738
ID578,A,2385.751701689283,421.1044238352822,7645.223908980097
ID724,B,2259.575036685553,406.85297291624636,6990.8874223367
ID454,C,2904.721749559646,395.9913536146661,-38.03999384452436
ID642,C,3056.8175816919484,424.68500536875524,-252.8197775630997
ID869,A,2278.1115522087543,431.9102321506033,7197.563447807153
ID231,B,2439.092925276225,411.47299697985875,7827.267566188881
ID670,C,2709.5970948222594,399.5497350070432,-277.03575855126155
ID624,B,2265.410653329913,386.9324760573114,7198.198830613042
ID537,A,2132.761838473788,391.35474028137935,6975.708695921279
ID249,A,2201.8286614778267,388.037724971965,7570.458640154897
ID845,B,2273.31996475787,406.91875244119603,6897.325078015304
ID469,B,2776.911485077155,388.6763384823468,8135.525337085712
ID468,A,1790.4423349200179,396.38733398127727,5747.101545894984
ID244,C,2232.2863273024445,383.51866212107444,500.8817255235165
ID585,C,2977.4665254831016,402.6535213914807,-798.7163946882715
ID304,B,2740.657349208219,401.3642881122042,7834.649757528547
ID704,C,2406.0972778842606,415.8391697774779,303.6254280496223
ID863,B,2635.8776818363685,405.14512021052417,7595.285747408871
ID410,B,1802.5159201903434,424.8594747542718,6362.663776043456
ID324,C,2763.3293953826924,411.989811155182,-383.4909296619578
ID857,C,2855.9215647452447,407.80479408748215,284.58697391803616
ID381,C,2387.811999435404,409.2142102632804,753.7421092961179
ID298,A,1910.0594135244714,411.296897258287,5871.454697186275
ID574,B,3185.444955107878,390.95860717285535,8953.709069200253
ID265,B,2703.832824807241,389.9498258769336,8171.226378182198
ID481,B,2256.900730981517,450.45797688743045,7673.818989913492
ID618,A,2558.1223495259565,418.87917456714234,7781.236946549354
ID595,A,2583.7432539843617,403.5613131766683,8631.928943356601
ID278,B,2048.6618387424905,400.9782146536857,6819.288520051621
ID666,A,3084.138443632452,389.7264293578382,9970.705689855904
ID479,B,2596.0944198181523,391.1719885024825,7712.063226793449
ID286,A,2338.870592391437,382.3074610955453,7979.489366170282
ID524,B,2785.3330943202895,404.4610737496726,7575.496982463119
ID201,B,2523.142444221784,422.9596291468428,7912.685175815344
ID334,C,2703.3516641365263,437.10709450461957,659.8398133582846
ID506,C,2756.5639446360015,381.67025286166637,-1.5384399247159308
ID848,C,2485.3387293901014,404.1791179744378,711.4679100099875
ID751,B,3039.9738678673343,408.46951587019163,8881.25951278153
ID669,C,2562.4803970975204,413.79544971105656,222.81683617389763
ID544,C,1942.553962224853,400.1848056334711,1315.4796447242552
ID626,B,2533.253445927159,403.21084825240723,7734.989279459067
ID875,B,2747.9956846713567,407.7436857714916,7742.357388682229
ID346,B,2218.715083884509,383.64911810631594,6778.94117271195
ID287,B,2365.3120225422203,407.8774996096903,7251.285327529073
ID187,A,2768.254952858879,402.8503163969902,9039.092841576494
ID722,A,2497.0340506318157,383.1298876010448,8045.548045600091
ID441,A,2498.725138232587,415.80638653062186,7847.688563444879
ID587,B,3015.3149020741557,408.33316987998955,7934.270464765831
ID664,C,2053.517635619445,385.6869851031815,862.0702512568969
ID307,C,2927.57834017985,401.9043598809756,142.30120248684125
ID269,A,2083.470576704207,397.73359918475603,6868.2756208910605
ID251,C,1828.639734412966,417.78773495343967,1668.176823971271
ID546,A,1991.5042333610743,384.0059434586925,6503.868125554995
ID604,A,2322.422043325525,395.8740092145961,7444.419178937431
ID394,B,3048.9310247354106,429.2952065136834,8355.733381733524
ID694,B,2759.266246312349,390.8616242972576,7895.719852190139
ID126,C,2303.044875874528,402.9101498080438,844.8509849445807
ID836,B,2621.5598536133602,398.202444590226,7915.6723689296705
ID400,B,2411.594944032701,400.5117361517348,7116.491252583433
ID433,A,2204.241216696075,382.9312793753248,6941.0812389396315
ID383,A,1945.6002428809868,390.64234089075575,6869.086069411734
ID769,B,2893.0937040957665,403.9752442328126,8685.074017474686
ID375,A,1914.2485671119994,418.5400202514501,6517.920482968188
ID336,A,2220.923687808348,392.6611799354014,6949.429657950657
ID838,B,1950.5401019382366,398.1663759700674,6616.047439937335
ID114,B,3013.419904622148,387.0796466193854,8249.477016347957
ID755,B,2712.3437016975017,388.58171577073534,7954.727769673118
ID607,B,1850.9666988933782,386.58014322809515,6368.565317963005
ID812,C,2598.0008204843593,413.7512813169986,-86.0999542749164
ID160,C,2471.6694822769973,419.979121818569,692.3970083000308
ID861,C,2756.8239273052554,369.7268554419896,235.6705402061193
ID279,A,2165.31393156412,395.1248964047266,6980.216964838105
ID173,B,2482.3398063477994,385.43148506189294,7511.370194708639
ID706,C,2643.640817307805,384.4370761348917,522.7312721173598
ID242,A,2932.3468243474144,386.4250208158028,9194.57660246171
ID341,A,2502.691761398589,407.24739661319046,7675.44011521705
ID526,C,2836.2565735602543,394.73810488869634,146.8102406406897
ID540,B,2155.147594193455,381.2367414360641,6873.639124494799
ID421,C,2152.067957673392,394.43813772151964,838.8923930889223
ID565,C,2281.3206039314455,387.4393684661201,516.955525610645
ID725,C,1805.273615955858,400.144525139946,1074.6763606410277
ID783,C,2578.252995661219,410.3448119853453,77.24702148121332
ID503,C,2530.4165347350286,399.7585870905184,273.97072359519734
ID854,C,2320.513485669346,416.2255912151745,1149.1717456753777
ID840,C,2395.1901622693176,399.6933581841266,295.75443960374923
ID367,B,2479.616051874396,400.5110054164538,7322.99457352752
ID647,C,2387.5605632767315,383.93797174403846,177.01033089360362
ID789,A,2561.901940201093,408.135181210463,7945.4772228847405
ID711,C,2612.6195133749834,415.5443094077287,169.18763226444025
ID573,A,2205.4271338385133,412.94080127819933,6950.035540099025
ID116,A,2406.0641819805874,408.30977974305307,7209.1827360294565
ID613,B,1747.958241788163,403.5188554306629,5826.708454972112
ID598,A,2379.291239290712,395.90381927355236,7222.535492798494
ID467,C,2154.599350102557,416.000250879622,749.462133199967
ID866,B,2556.131489131123,417.6608611606911,7616.637262157565
ID542,A,2899.5561205800095,404.3832770465287,9350.9347648617
ID608,C,2330.945376974312,393.1237668309581,621.7698897568075
ID513,A,2175.667559715261,410.5663127128774,7063.769608002182
ID397,B,2875.941106252674,380.8154618923739,8150.849762628781
ID811,B,2489.770373234319,408.42532910645434,7498.968535738784
ID614,B,2327.579712153748,425.12488811626724,6898.532905148552
ID673,C,2138.8189067905423,399.50691840641747,100.3294674621086
ID351,A,2561.6745516092346,399.6282502100303,7443.539823002966
ID871,C,2122.776504030658,407.572785477653,485.696918690556
ID418,A,2145.5178579349504,378.52414950105594,6826.767220749522
ID543,B,2160.4920515141603,389.8631215701836,6466.031634250394
ID660,C,2683.502989002748,395.73331814917714,490.6718458887017
ID328,A,2451.8099778254204,383.38428182064155,7751.923990696955
ID103,B,2577.2088883320585,380.9261762613543,7626.119744369305
ID686,A,2426.8013445635715,410.90783448500866,7799.724873917498
ID557,A,2282.205614869458,392.5466447899101,7346.090075523667
ID889,A,2352.1413391921283,428.1350262739733,7037.707968064232
ID322,C,2455.884639592169,413.7981735127651,628.1581363822411
ID312,B,2205.5278606201887,382.70920648290746,6808.569517538988
ID464,C,2205.271554666267,391.2548473110451,629.2814975462225
ID446,C,2441.389654640047,391.49591549310605,-462.3533317977276
ID431,C,2812.854588628688,378.9107522470909,26.774782431874883
ID294,C,2896.576760621928,405.4948221967321,231.59734100554442
ID332,C,1566.778884123713,404.60313519183535,1714.8793739253492
ID348,B,2539.9657364619598,383.17873308430046,7547.740535948291
ID609,B,2261.167113565852,393.38550513591645,7289.2890766592345
ID412,A,2092.3398553862976,378.52029726038455,6503.653235114398
ID611,C,2999.0851517412984,405.05770859229426,-256.4548833339272
ID219,B,2592.8310752937,391.26336795891535,8073.96267963513
ID171,C,2397.719841500041,421.11681386936607,3.851257909385822
ID834,A,2185.7183025290883,402.9827964735428,6871.023383261785
ID688,C,2913.5859154229693,417.6803023576412,-368.5951055526043
ID392,A,2108.558135000052,374.3264000887055,6434.163534745649
ID182,B,2620.6454913192083,396.80097765500386,7854.6348668231385
ID597,C,3033.4636214129996,404.616685900195,-83.84053371770779
ID465,C,2565.281713605115,427.75411328858485,888.1514896653575
ID713,B,2270.75790931177,391.12931421216246,6560.2169385805555
ID377,A,2842.3092829982097,397.20179937074846,9442.478995683066
ID256,B,2301.1496594461532,379.54673999988904,7187.878154681735
ID856,B,2963.3318325078203,392.9978564977775,8467.832800599323
ID514,A,2962.2039811800846,396.6183651201272,9524.720485820008
ID653,A,2802.547044448976,406.41974686895213,8748.389769551377
ID210,B,2294.5920893357556,392.25592722223604,7413.585731276181
ID350,A,2143.1523630996985,376.39410034873777,7210.107163309127
ID217,C,2116.5568363150105,386.9429697011657,1057.1887782143622
ID146,C,2565.457969423608,410.1927241559001,110.74645397669155
ID234,A,2445.585157286468,389.6608451510498,7591.6186776106115
ID462,C,2104.4095128182244,420.83876174027995,489.29228441423083
ID444,C,2341.032671407348,419.9175033601994,462.03686371400704
ID440,B,2601.5413472006794,388.36246615182023,7636.1387912204955
ID625,C,2504.8643674269083,410.84960403816984,243.25258741586822
ID505,C,2486.4733992761953,406.7286782748012,478.5461535116842
ID115,C,2051.834728539413,413.6648014750809,1248.0634749390383
ID658,C,1940.9077032564314,412.1629047502998,912.8042877168241
ID507,C,1985.7216565625201,379.95256271412,1053.1004375940402
ID894,B,2326.394462976466,393.27803880413717,6804.926642038192
ID599,B,2308.5476051578594,382.08909505132067,7153.352120477744
ID874,C,2697.2008135603405,407.020787555799,121.96431157896996
ID635,B,2507.686359068679,384.51152671535516,7583.77251493365
ID443,A,2563.5304523812456,395.4479758194176,8377.00103934355
ID355,B,2696.1639576672005,397.008195095459,7717.380135752539
ID797,C,2083.815336095886,399.8309571391245,555.279869911567
ID572,C,2705.248711815962,410.64615753455564,-193.8290448610269
ID745,B,2715.997643009961,393.79950782493665,7645.516229092958
ID586,A,2107.303078931082,409.79071355550735,6758.048407554034
ID656,B,2573.9116041097022,365.62285715655486,7586.2250706848445
ID837,C,2249.5898135805683,392.81785239356964,853.1282763897404
ID767,B,2384.6880938910103,394.8122964013154,7308.533389302933
ID651,A,2343.102050347291,389.65106015371117,7329.949858937524
ID582,C,2956.208203300458,389.6011837490057,-445.33332213686754
ID770,A,2831.8046598006886,417.54085338806317,8552.352197739492
ID888,B,2703.87941247764,412.2023500934168,7644.292530724593
ID215,C,2204.23219186661,377.5871286495025,678.398742825002
ID723,A,2521.5556461313527,423.35639717788195,7909.76778793029
ID784,B,2560.9717276455654,394.2137090771886,7157.442978434963
ID610,B,2886.140603648695,419.57912306456467,8710.702559320136
ID887,A,2269.6278237490124,368.0690282074909,7441.353762993878
ID232,B,2207.913625422968,424.29425436130504,6763.219994500467
ID530,A,2444.8112124814315,401.201822967304,8314.256030429195
ID493,C,2481.4359888111117,405.7094226430977,465.96528984929546
ID271,C,2477.2241285845994,371.65746444549603,714.6039739479102
ID291,A,2435.210185608217,422.1829839430568,8038.350886661048
ID646,C,2941.3065166095384,379.30368580750473,-501.2873773698998
ID792,B,2418.7102471810103,401.8144882434957,7158.590151991876
ID623,C,1950.531931603902,403.42324276968793,1580.8800012257664
ID588,C,2445.736375631127,413.39919096094303,424.78530530310945
ID241,A,2889.6426307247707,381.9309675797538,9046.489028559034
ID281,B,2161.593589301846,389.0133658827166,7504.976383286565
ID414,A,2205.4870993338573,379.11536226189094,6985.076929668972
ID376,A,1785.9208705525073,411.5482141190059,5675.74915703457
ID519,B,3104.487618276651,412.06794212861735,8734.935558486332
ID343,A,2586.842079402312,418.63622948603955,8467.401976943682
ID795,C,2151.8576730964664,392.5143888419886,129.5824153182955
ID785,A,2639.208191636075,408.01552246930487,7986.768746288279
ID452,C,3073.9300890543077,400.2456644174703,-202.59789793292475
ID822,A,2662.39034394063,405.5907531686697,8769.049539384834
ID172,C,2395.2411984732335,393.70886387606384,660.1199843045165
ID831,C,2623.0060382248084,385.6388946417552,-256.1822889450086
ID166,C,2592.79127422268,398.2437457534198,-562.0912629788058
ID484,B,2932.1286412001677,418.38699248027035,8047.314420020745
ID681,B,2666.9581547974713,372.57825865013893,7448.878422826997
ID170,B,2483.5632168664697,410.7921259640507,7258.507120976858
ID213,C,2670.82579255415,373.69353280288715,-419.5005251700313
ID638,C,2560.697866174124,399.8875539543183,263.3878354159201
ID773,B,2317.800457664116,400.933334091712,6784.764498154069
ID621,A,2672.175092854114,394.95357055243136,9185.722663612914
ID303,A,2432.0436170784183,422.41536491643205,8548.21095143176
ID276,A,2401.6612485533865,400.6998665990808,7877.6681253079805
ID200,A,2843.9494054214188,424.8445564997956,9037.194562665125
ID292,A,2283.856184752576,373.8289304207508,7623.636701676443
ID791,B,2491.0143564409295,409.2560853636494,7151.889610984857
ID772,B,2423.568559181241,377.117547813186,7360.885469426694
ID275,B,2923.045398169703,396.1401872902561,8315.297890265832
ID631,C,2565.393369802613,421.85415579005434,272.98377358975995
ID732,A,3092.4810182323663,402.22143562698534,9824.928952940585
ID771,A,2811.779803584945,378.2441647384294,8686.647917296275
ID407,A,2904.028842482836,374.3497776414653,9390.39534153071
ID435,A,2542.0989189430347,415.93208316501153,7881.744761858908
ID157,C,2404.0182265624308,403.7056744379411,632.7463637599803
ID374,A,2503.58650998664,399.1509115895123,8686.618496817897
ID353,C,1920.342345095395,393.2505234718038,681.2787961849094
ID730,A,2510.590208486485,394.29668799911656,8442.990165111594
ID828,B,2259.785990737781,409.1321775207188,6788.573103038492
ID860,C,2577.9193499902904,411.6395841499194,281.9242563413459
ID255,B,2031.7675469454787,417.6988127319165,6731.296235017804
ID779,C,2367.17846474763,393.89833525895136,555.8424279121693
ID720,C,2294.197466257705,423.59178244721784,377.9718759699233
ID747,B,2204.4137681865536,388.7453604271185,6780.39307224317
ID555,B,2775.669733627228,369.2037567087997,7682.054414515898
ID283,A,2455.201726011711,389.4969335299317,7795.717204681414
ID622,C,2733.7763836357967,425.1691129294924,245.71457768689243
ID415,B,2408.656643125985,391.25307283058737,6778.425908156187
ID864,B,2474.4501986485766,424.30991463424067,7916.677304875257
ID357,A,2275.006833115489,396.7371674921884,7227.901308043179
ID196,A,2227.154120144515,394.13471444332583,7164.166950229868
ID311,C,2542.3302987892266,434.97251480309683,1219.8956557868032
ID406,B,2677.5543679104926,375.43486302852824,7910.099611056316
ID330,C,2773.8865731659857,402.05563069502614,461.6423197600443
ID825,C,2398.5123302882,389.2345509112581,795.1877714673744
ID636,B,2162.9527562541275,404.9104454068735,7110.210292285611
ID323,A,2205.2840718261073,399.6339943643588,7033.779081465191
ID101,A,2711.698889868725,398.6118905013937,8195.750794739139
ID810,B,2954.4334639002327,385.7560370767514,8153.22562158425
ID453,B,2582.750423401451,382.36370520750046,7291.898598887166
ID143,C,3196.5739413056845,393.02937769457105,-48.453865447660064
ID675,A,2898.598617935659,406.0216114790837,8984.270599469713
ID110,B,2324.581971417416,405.43343552310216,7042.275632747949
ID793,A,2568.4398192731555,397.06276826130966,8305.971702883959
ID807,A,2501.9200889546637,386.94448973591807,7604.027763086952
ID768,B,2025.1934892923261,407.7936738264438,6313.831960887196
ID603,C,2746.9805674424224,377.9330373164457,-108.81962470724466
ID687,C,2307.8190439237665,405.54875577220383,418.90101775890366
ID178,B,2174.441447313094,399.7639666351272,7127.171732048849
ID485,C,2070.75074562852,399.5396262858799,995.0955442962672
ID138,A,2412.950551955313,396.7514218904039,7887.442185364066
ID551,B,2396.5198394599875,398.7599004001994,7350.960669583615
ID778,C,2588.7269188812934,406.1762099769578,-49.928417310417444
ID147,B,2952.7231633808237,388.5858421756203,8429.259173911585
ID695,B,2488.3384098025454,364.75879854692226,7211.190877652391
ID842,A,2392.0959101177705,427.6186241926809,7255.030877970333
ID580,C,2704.473895464769,406.5818207598404,80.80427486373401
ID149,C,2655.2348305108258,391.41975018334114,65.33113712030627
ID354,A,2567.0426533516134,389.9647211942059,8157.720293675124
ID569,C,2172.2516101545884,407.34098345578997,352.46965260230695
